id,isolate,country,cgST (N. gonorrhoeae cgMLST v2),LINcode (N. gonorrhoeae cgMLST v2),LINcode (N. gonorrhoeae cgMLST v2),,,,,,,,,,,LIN2,LIN3,LIN4
136573,UG376,Uganda,20219,0_9_0_5_17_0_0_0_0_0_0,0,9,0,5,17,0,0,0,0,0,0,0_9,0_9_0,0_9_0_5
136574,UG378,Uganda,20161;20220,0_16_9_5_0_0_0_0_0_0_0,0,16,9,5,0,0,0,0,0,0,0,0_16,0_16_9,0_16_9_5
136575,UG379,Uganda,20221,0_16_9_1_6_0_0_0_0_0_0,0,16,9,1,6,0,0,0,0,0,0,0_16,0_16_9,0_16_9_1
136576,UG380,Uganda,20163;20172;20214,0_9_0_5_9_0_0_0_0_1_0,0,9,0,5,9,0,0,0,0,1,0,0_9,0_9_0,0_9_0_5
136577,UG381,Uganda,20222,0_0_36_4_30_0_0_0_0_0_0,0,0,36,4,30,0,0,0,0,0,0,0_0,0_0_36,0_0_36_4
136578,UG382,Uganda,19930;20223,16_1_0_2_2_0_0_0_0_0_0,16,1,0,2,2,0,0,0,0,0,0,16_1,16_1_0,16_1_0_2
136579,UG383,Uganda,20224,0_0_36_11_0_0_0_0_0_0_0,0,0,36,11,0,0,0,0,0,0,0,0_0,0_0_36,0_0_36_11
136580,UG384,Uganda,20225,0_0_33_124_2_0_0_0_0_0_0,0,0,33,124,2,0,0,0,0,0,0,0_0,0_0_33,0_0_33_124
136581,UG385,Uganda,20226,0_0_47_26_0_0_0_0_0_1_0,0,0,47,26,0,0,0,0,0,1,0,0_0,0_0_47,0_0_47_26
136582,UG386,Uganda,20227,0_16_9_3_1_0_0_0_0_0_0,0,16,9,3,1,0,0,0,0,0,0,0_16,0_16_9,0_16_9_3
136583,UG387,Uganda,20228,16_1_1_0_0_0_0_0_0_0_0,16,1,1,0,0,0,0,0,0,0,0,16_1,16_1_1,16_1_1_0
136584,UG388,Uganda,20229,16_1_0_3_2_0_0_0_0_0_0,16,1,0,3,2,0,0,0,0,0,0,16_1,16_1_0,16_1_0_3
136585,UG389,Uganda,20230,0_0_33_124_9_0_0_0_0_0_0,0,0,33,124,9,0,0,0,0,0,0,0_0,0_0_33,0_0_33_124
136586,UG390,Uganda,20163;20172;20214,0_9_0_5_9_0_0_0_0_1_0,0,9,0,5,9,0,0,0,0,1,0,0_9,0_9_0,0_9_0_5
136587,UG394,Uganda,20231,0_0_33_49_3_1_0_0_0_0_0,0,0,33,49,3,1,0,0,0,0,0,0_0,0_0_33,0_0_33_49
136588,UG395,Uganda,20168,0_16_9_1_1_0_2_0_0_0_0,0,16,9,1,1,0,2,0,0,0,0,0_16,0_16_9,0_16_9_1
136589,UG396,Uganda,20232,1_1_34_5_2_0_0_0_0_0_0,1,1,34,5,2,0,0,0,0,0,0,1_1,1_1_34,1_1_34_5
136590,UG398,Uganda,20195,0_0_33_149_0_0_0_0_0_0_0,0,0,33,149,0,0,0,0,0,0,0,0_0,0_0_33,0_0_33_149
136591,UG400,Uganda,20233,0_16_0_13_0_0_0_0_0_0_0,0,16,0,13,0,0,0,0,0,0,0,0_16,0_16_0,0_16_0_13
136592,UG405,Uganda,20234,0_0_33_124_6_0_0_0_0_0_0,0,0,33,124,6,0,0,0,0,0,0,0_0,0_0_33,0_0_33_124
136593,UG406,Uganda,20235,0_0_33_124_7_0_0_0_0_1_0,0,0,33,124,7,0,0,0,0,1,0,0_0,0_0_33,0_0_33_124
136594,UG407,Uganda,20235;20236,0_0_33_124_7_0_0_0_0_1_0,0,0,33,124,7,0,0,0,0,1,0,0_0,0_0_33,0_0_33_124
136595,UG408,Uganda,20237,0_9_0_5_21_0_0_0_0_0_0,0,9,0,5,21,0,0,0,0,0,0,0_9,0_9_0,0_9_0_5
136596,UG409,Uganda,20238,0_0_33_124_11_0_0_0_0_0_0,0,0,33,124,11,0,0,0,0,0,0,0_0,0_0_33,0_0_33_124
136597,UG412,Uganda,20239,0_16_9_1_5_1_0_0_0_0_0,0,16,9,1,5,1,0,0,0,0,0,0_16,0_16_9,0_16_9_1
136598,UG414,Uganda,20240,0_9_0_5_10_0_0_0_0_0_0,0,9,0,5,10,0,0,0,0,0,0,0_9,0_9_0,0_9_0_5
136599,UG416,Uganda,20234;20241;20258,0_0_33_124_6_0_0_0_0_0_0,0,0,33,124,6,0,0,0,0,0,0,0_0,0_0_33,0_0_33_124
136600,UG417,Uganda,20242,16_1_0_2_7_0_0_0_0_1_0,16,1,0,2,7,0,0,0,0,1,0,16_1,16_1_0,16_1_0_2
136601,UG418,Uganda,20243,0_16_0_1_38_0_0_0_0_0_0,0,16,0,1,38,0,0,0,0,0,0,0_16,0_16_0,0_16_0_1
136602,UG419,Uganda,20244,0_16_9_1_15_0_0_0_0_0_0,0,16,9,1,15,0,0,0,0,0,0,0_16,0_16_9,0_16_9_1
136603,UG420,Uganda,20245,0_0_33_167_0_0_0_0_0_0_0,0,0,33,167,0,0,0,0,0,0,0,0_0,0_0_33,0_0_33_167
136604,UG421,Uganda,20246;20255,0_0_36_4_35_0_0_0_0_0_0,0,0,36,4,35,0,0,0,0,0,0,0_0,0_0_36,0_0_36_4
136605,UG422,Uganda,20247,0_0_23_28_0_0_0_0_0_0_0,0,0,23,28,0,0,0,0,0,0,0,0_0,0_0_23,0_0_23_28
136606,UG423,Uganda,20248,0_0_33_150_0_0_0_0_0_1_0,0,0,33,150,0,0,0,0,0,1,0,0_0,0_0_33,0_0_33_150
136607,UG424,Uganda,20249,0_0_33_150_0_0_0_0_0_0_0,0,0,33,150,0,0,0,0,0,0,0,0_0,0_0_33,0_0_33_150
136608,UG425,Uganda,20250,0_9_0_14_0_0_0_0_0_0_0,0,9,0,14,0,0,0,0,0,0,0,0_9,0_9_0,0_9_0_14
136609,UG427,Uganda,20251,0_0_33_124_6_0_0_0_0_0_0,0,0,33,124,6,0,0,0,0,0,0,0_0,0_0_33,0_0_33_124
136610,UG428,Uganda,20252,0_0_33_123_2_0_0_0_0_0_0,0,0,33,123,2,0,0,0,0,0,0,0_0,0_0_33,0_0_33_123
136611,UG429,Uganda,20253,0_2_55_1_3_0_0_0_0_0_0,0,2,55,1,3,0,0,0,0,0,0,0_2,0_2_55,0_2_55_1
136612,UG430,Uganda,20254,0_0_33_124_8_0_0_0_0_0_0,0,0,33,124,8,0,0,0,0,0,0,0_0,0_0_33,0_0_33_124
136613,UG432,Uganda,20255,0_0_36_4_35_0_0_0_0_0_0,0,0,36,4,35,0,0,0,0,0,0,0_0,0_0_36,0_0_36_4
136614,UG433,Uganda,20256,0_0_23_15_13_0_0_0_0_0_0,0,0,23,15,13,0,0,0,0,0,0,0_0,0_0_23,0_0_23_15
136615,UG434,Uganda,20257,1_1_56_0_1_0_0_0_0_0_0,1,1,56,0,1,0,0,0,0,0,0,1_1,1_1_56,1_1_56_0
136616,UG437,Uganda,20258,0_0_33_124_6_0_0_0_0_0_0,0,0,33,124,6,0,0,0,0,0,0,0_0,0_0_33,0_0_33_124
136617,UG438,Uganda,20252,0_0_33_123_2_0_0_0_0_0_0,0,0,33,123,2,0,0,0,0,0,0,0_0,0_0_33,0_0_33_123
136618,UG439,Uganda,20259,1_1_56_0_2_0_0_0_0_0_0,1,1,56,0,2,0,0,0,0,0,0,1_1,1_1_56,1_1_56_0
136619,UG442,Uganda,20260,0_0_23_29_0_1_0_0_1_0_0,0,0,23,29,0,1,0,0,1,0,0,0_0,0_0_23,0_0_23_29
136620,UG443,Uganda,20261,0_0_36_4_34_0_0_0_0_0_0,0,0,36,4,34,0,0,0,0,0,0,0_0,0_0_36,0_0_36_4
136621,UG444,Uganda,20262,0_9_0_5_10_1_0_0_0_0_0,0,9,0,5,10,1,0,0,0,0,0,0_9,0_9_0,0_9_0_5
136622,UG445,Uganda,20263,0_16_8_1_0_0_0_0_0_0_0,0,16,8,1,0,0,0,0,0,0,0,0_16,0_16_8,0_16_8_1
136623,UG446,Uganda,,,,,,,,,,,,,,_,__,___
136624,UG447,Uganda,20264,0_0_33_124_6_0_0_0_0_0_0,0,0,33,124,6,0,0,0,0,0,0,0_0,0_0_33,0_0_33_124
136625,UG448,Uganda,20265,0_0_33_123_2_0_0_0_0_1_0,0,0,33,123,2,0,0,0,0,1,0,0_0,0_0_33,0_0_33_123
136626,UG449,Uganda,20266,0_16_9_1_17_0_0_0_0_0_0,0,16,9,1,17,0,0,0,0,0,0,0_16,0_16_9,0_16_9_1
136627,UG450,Uganda,20267,0_0_33_116_0_0_0_0_0_0_0,0,0,33,116,0,0,0,0,0,0,0,0_0,0_0_33,0_0_33_116
136628,UG451,Uganda,,,,,,,,,,,,,,_,__,___
136629,UG453,Uganda,,,,,,,,,,,,,,_,__,___
136630,UG454,Uganda,20268,0_0_36_4_18_0_0_0_0_0_0,0,0,36,4,18,0,0,0,0,0,0,0_0,0_0_36,0_0_36_4
136631,UG456,Uganda,20269,1_0_0_6_0_0_0_0_0_0_0,1,0,0,6,0,0,0,0,0,0,0,1_0,1_0_0,1_0_0_6
136632,UG457,Uganda,20270,1_1_34_14_0_0_0_0_0_1_0,1,1,34,14,0,0,0,0,0,1,0,1_1,1_1_34,1_1_34_14
136633,UG458,Uganda,20271,1_0_0_6_0_0_0_0_0_1_0,1,0,0,6,0,0,0,0,0,1,0,1_0,1_0_0,1_0_0_6
136634,UG459,Uganda,20272,0_0_33_49_5_0_0_0_0_0_0,0,0,33,49,5,0,0,0,0,0,0,0_0,0_0_33,0_0_33_49
136635,UG460,Uganda,,,,,,,,,,,,,,_,__,___
136636,UG462,Uganda,20273,0_16_9_1_10_0_0_0_0_0_0,0,16,9,1,10,0,0,0,0,0,0,0_16,0_16_9,0_16_9_1
136637,UG463,Uganda,20274,0_0_36_4_19_0_0_0_0_0_0,0,0,36,4,19,0,0,0,0,0,0,0_0,0_0_36,0_0_36_4
136638,UG464,Uganda,,,,,,,,,,,,,,_,__,___
136639,UG466,Uganda,20275,1_1_34_14_0_0_0_0_0_0_0,1,1,34,14,0,0,0,0,0,0,0,1_1,1_1_34,1_1_34_14
136640,UG467,Uganda,,,,,,,,,,,,,,_,__,___
136641,UG468,Uganda,,,,,,,,,,,,,,_,__,___
136642,UG469,Uganda,,,,,,,,,,,,,,_,__,___
136643,UG471,Uganda,20276,0_0_36_4_31_0_0_0_0_0_0,0,0,36,4,31,0,0,0,0,0,0,0_0,0_0_36,0_0_36_4
136644,UG472,Uganda,20277,0_2_55_1_3_1_0_0_0_0_0,0,2,55,1,3,1,0,0,0,0,0,0_2,0_2_55,0_2_55_1
136645,UG473,Uganda,20278,0_0_23_15_9_0_0_0_0_0_0,0,0,23,15,9,0,0,0,0,0,0,0_0,0_0_23,0_0_23_15
136646,UG476,Uganda,20271;20279,1_0_0_6_0_0_0_0_0_1_0,1,0,0,6,0,0,0,0,0,1,0,1_0,1_0_0,1_0_0_6
136647,UG477,Uganda,20280,0_0_33_124_7_0_0_0_0_0_0,0,0,33,124,7,0,0,0,0,0,0,0_0,0_0_33,0_0_33_124
136648,UG478,Uganda,20281,16_1_0_2_7_0_0_0_0_0_0,16,1,0,2,7,0,0,0,0,0,0,16_1,16_1_0,16_1_0_2
136649,UG479,Uganda,,,,,,,,,,,,,,_,__,___
136650,UG481,Uganda,20282,0_16_9_1_8_0_0_0_0_0_0,0,16,9,1,8,0,0,0,0,0,0,0_16,0_16_9,0_16_9_1
136651,UG482,Uganda,20283,0_0_23_15_12_0_0_0_0_0_0,0,0,23,15,12,0,0,0,0,0,0,0_0,0_0_23,0_0_23_15
136652,UG483,Uganda,20284,0_0_23_29_0_1_0_0_0_0_0,0,0,23,29,0,1,0,0,0,0,0,0_0,0_0_23,0_0_23_29
136653,UG484,Uganda,20285,0_0_23_15_15_0_0_0_0_0_0,0,0,23,15,15,0,0,0,0,0,0,0_0,0_0_23,0_0_23_15
136654,UG486,Uganda,20286,1_1_34_14_0_0_0_0_0_0_0,1,1,34,14,0,0,0,0,0,0,0,1_1,1_1_34,1_1_34_14
136655,UG487,Uganda,20287,0_16_9_1_5_0_1_0_0_0_0,0,16,9,1,5,0,1,0,0,0,0,0_16,0_16_9,0_16_9_1
136656,UG488,Uganda,20288,0_16_9_1_9_0_0_0_0_0_0,0,16,9,1,9,0,0,0,0,0,0,0_16,0_16_9,0_16_9_1
136657,UG489,Uganda,20289,16_1_0_14_0_0_0_0_0_0_0,16,1,0,14,0,0,0,0,0,0,0,16_1,16_1_0,16_1_0_14
136658,UG491,Uganda,20290,0_0_23_15_8_0_0_0_0_0_0,0,0,23,15,8,0,0,0,0,0,0,0_0,0_0_23,0_0_23_15
136659,UG492,Uganda,20291,0_16_9_2_1_0_1_0_0_0_0,0,16,9,2,1,0,1,0,0,0,0,0_16,0_16_9,0_16_9_2
136660,UG493,Uganda,20292,14_0_2_0_0_1_0_0_0_0_0,14,0,2,0,0,1,0,0,0,0,0,14_0,14_0_2,14_0_2_0
136661,UG494,Uganda,20293,0_16_9_1_5_2_0_0_0_0_0,0,16,9,1,5,2,0,0,0,0,0,0_16,0_16_9,0_16_9_1
136662,UG496,Uganda,20294,1_1_34_14_0_0_0_0_0_0_0,1,1,34,14,0,0,0,0,0,0,0,1_1,1_1_34,1_1_34_14
136663,UG497,Uganda,20270;20295,1_1_34_14_0_0_0_0_0_1_0,1,1,34,14,0,0,0,0,0,1,0,1_1,1_1_34,1_1_34_14
136664,UG498,Uganda,20296,1_1_34_15_0_0_0_0_0_0_0,1,1,34,15,0,0,0,0,0,0,0,1_1,1_1_34,1_1_34_15
136665,UG499,Uganda,20297,0_0_33_124_10_0_0_0_0_0_0,0,0,33,124,10,0,0,0,0,0,0,0_0,0_0_33,0_0_33_124
136666,UG502,Uganda,20298,0_2_55_4_2_0_0_0_0_0_0,0,2,55,4,2,0,0,0,0,0,0,0_2,0_2_55,0_2_55_4
136667,UG504,Uganda,20299,16_1_0_9_0_0_0_0_0_0_0,16,1,0,9,0,0,0,0,0,0,0,16_1,16_1_0,16_1_0_9
138602,1758620,Burkina Faso,,,,,,,,,,,,,,_,__,___
138603,1789338,Burkina Faso,,,,,,,,,,,,,,_,__,___
138604,1793605,Burkina Faso,,,,,,,,,,,,,,_,__,___
138605,1794397,Burkina Faso,,,,,,,,,,,,,,_,__,___
138606,1796110,Burkina Faso,,,,,,,,,,,,,,_,__,___
138607,1797304,Burkina Faso,,,,,,,,,,,,,,_,__,___
138608,1797700,Burkina Faso,,,,,,,,,,,,,,_,__,___
138609,1798962,Burkina Faso,,,,,,,,,,,,,,_,__,___
138610,1799082,Burkina Faso,,,,,,,,,,,,,,_,__,___
138611,1803769,Burkina Faso,,,,,,,,,,,,,,_,__,___
138612,1811823,Burkina Faso,,,,,,,,,,,,,,_,__,___
138613,1812526,Burkina Faso,,,,,,,,,,,,,,_,__,___
138614,1812711,Burkina Faso,,,,,,,,,,,,,,_,__,___
138615,1815140,Burkina Faso,21956,0_18_27_0_0_0_0_0_0_0_0,0,18,27,0,0,0,0,0,0,0,0,0_18,0_18_27,0_18_27_0
138616,1815512,Burkina Faso,,,,,,,,,,,,,,_,__,___
138617,1817348,Burkina Faso,,,,,,,,,,,,,,_,__,___
138618,1817488,Burkina Faso,,,,,,,,,,,,,,_,__,___
138619,1820787,Burkina Faso,,,,,,,,,,,,,,_,__,___
138620,1824480,Burkina Faso,,,,,,,,,,,,,,_,__,___
138621,1833686,Burkina Faso,,,,,,,,,,,,,,_,__,___
138622,1835253,Burkina Faso,,,,,,,,,,,,,,_,__,___
138623,1836371,Burkina Faso,,,,,,,,,,,,,,_,__,___
138624,1837880,Burkina Faso,,,,,,,,,,,,,,_,__,___
138625,1851157,Burkina Faso,,,,,,,,,,,,,,_,__,___
138626,1852877,Burkina Faso,,,,,,,,,,,,,,_,__,___
138627,1860352,Burkina Faso,,,,,,,,,,,,,,_,__,___
138628,1862007,Burkina Faso,21957,0_0_33_12_303_0_0_0_0_0_0,0,0,33,12,303,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
138629,1863509,Burkina Faso,,,,,,,,,,,,,,_,__,___
138630,1863706,Burkina Faso,,,,,,,,,,,,,,_,__,___
138631,1868695,Burkina Faso,21958,0_0_33_12_303_1_0_0_0_0_0,0,0,33,12,303,1,0,0,0,0,0,0_0,0_0_33,0_0_33_12
138632,1869574,Burkina Faso,,,,,,,,,,,,,,_,__,___
138633,B33,Burkina Faso,21959,0_12_6_4_1_0_0_0_0_0_0,0,12,6,4,1,0,0,0,0,0,0,0_12,0_12_6,0_12_6_4
138634,OAAS100,Burkina Faso,,,,,,,,,,,,,,_,__,___
138635,OAAS14,Burkina Faso,,,,,,,,,,,,,,_,__,___
138636,OAAS19,Burkina Faso,,,,,,,,,,,,,,_,__,___
138637,OAAS36,Burkina Faso,,,,,,,,,,,,,,_,__,___
138638,OAAS39,Burkina Faso,,,,,,,,,,,,,,_,__,___
138639,OAAS46,Burkina Faso,,,,,,,,,,,,,,_,__,___
138640,OAAS51,Burkina Faso,,,,,,,,,,,,,,_,__,___
138641,OAAS69,Burkina Faso,,,,,,,,,,,,,,_,__,___
138642,OAAS74,Burkina Faso,,,,,,,,,,,,,,_,__,___
138643,OAAS76,Burkina Faso,,,,,,,,,,,,,,_,__,___
138644,OAAS77,Burkina Faso,,,,,,,,,,,,,,_,__,___
138645,OAAS79,Burkina Faso,21960,0_2_13_0_2_0_0_0_0_0_0,0,2,13,0,2,0,0,0,0,0,0,0_2,0_2_13,0_2_13_0
138646,OAAS80,Burkina Faso,,,,,,,,,,,,,,_,__,___
138647,OAAS85,Burkina Faso,,,,,,,,,,,,,,_,__,___
138648,OAAS86,Burkina Faso,,,,,,,,,,,,,,_,__,___
138649,OAAS87,Burkina Faso,,,,,,,,,,,,,,_,__,___
138650,OAAS92,Burkina Faso,,,,,,,,,,,,,,_,__,___
138651,OAAS94,Burkina Faso,,,,,,,,,,,,,,_,__,___
138652,OAAS96,Burkina Faso,,,,,,,,,,,,,,_,__,___
138653,OAAS97,Burkina Faso,,,,,,,,,,,,,,_,__,___
138787,7092,South Africa,,,,,,,,,,,,,,_,__,___
139453,7316,South Africa,,,,,,,,,,,,,,_,__,___
139454,8374,South Africa,,,,,,,,,,,,,,_,__,___
139455,8486,South Africa,,,,,,,,,,,,,,_,__,___
139860,5232,South Africa,,,,,,,,,,,,,,_,__,___
139861,7493,South Africa,,,,,,,,,,,,,,_,__,___
139862,5412,South Africa,,,,,,,,,,,,,,_,__,___
140559,17MUS_AH099_S94,South Africa,21963,0_0_47_6_23_0_0_0_0_0_0,0,0,47,6,23,0,0,0,0,0,0,0_0,0_0_47,0_0_47_6
140560,17MUS_AH121_S96,South Africa,21964,0_0_33_12_311_0_0_0_0_0_0,0,0,33,12,311,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
140561,17MUS_AH117_S95,South Africa,21965,51_0_1_0_0_0_0_0_0_0_0,51,0,1,0,0,0,0,0,0,0,0,51_0,51_0_1,51_0_1_0
140562,18MUS_AH145_S102,South Africa,21966,0_0_92_0_0_0_0_0_0_0_0,0,0,92,0,0,0,0,0,0,0,0,0_0,0_0_92,0_0_92_0
140563,18MUS_AH147_S103,South Africa,21967,0_0_33_12_300_0_0_0_0_0_0,0,0,33,12,300,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
140564,18MUS_KH083_S97,South Africa,21968;29687,1_15_1_0_0_0_0_0_0_0_0,1,15,1,0,0,0,0,0,0,0,0,1_15,1_15_1,1_15_1_0
140565,18MUS_KM012_S99,South Africa,21969,0_18_28_0_0_0_0_0_0_0_0,0,18,28,0,0,0,0,0,0,0,0,0_18,0_18_28,0_18_28_0
140566,18MUS_KM013_S80,South Africa,21970;29688,0_0_23_25_0_0_0_0_0_0_0,0,0,23,25,0,0,0,0,0,0,0,0_0,0_0_23,0_0_23_25
140567,18MUS_KM016_S100,South Africa,21971,17_0_1_3_0_0_0_0_0_0_0,17,0,1,3,0,0,0,0,0,0,0,17_0,17_0_1,17_0_1_3
140568,18MUS_KM021_S81,South Africa,21972;29689,0_0_23_34_0_0_0_0_0_0_0,0,0,23,34,0,0,0,0,0,0,0,0_0,0_0_23,0_0_23_34
140569,18MUS_KM070_S101,South Africa,21973;33770,17_0_1_2_0_0_0_0_0_0_0,17,0,1,2,0,0,0,0,0,0,0,17_0,17_0_1,17_0_1_2
140570,18MUS_KM071_S82,South Africa,21974,0_0_63_0_2_1_0_0_0_0_0,0,0,63,0,2,1,0,0,0,0,0,0_0,0_0_63,0_0_63_0
140571,18MUS_ZW085_S98,South Africa,21975,0_0_33_12_310_0_0_0_0_0_0,0,0,33,12,310,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
140572,19MUS_AH073_S104,South Africa,21976,1_1_65_0_0_0_0_0_0_0_0,1,1,65,0,0,0,0,0,0,0,0,1_1,1_1_65,1_1_65_0
140573,19MUS_AH108_S105,South Africa,21977,0_7_0_12_13_0_0_0_0_0_0,0,7,0,12,13,0,0,0,0,0,0,0_7,0_7_0,0_7_0_12
140574,19MUS_AH110_S83,South Africa,21978,0_0_23_33_0_0_0_0_0_0_0,0,0,23,33,0,0,0,0,0,0,0,0_0,0_0_23,0_0_23_33
140575,19MUS_AH122_S106,South Africa,21979,1_3_1_0_1_0_0_0_0_0_0,1,3,1,0,1,0,0,0,0,0,0,1_3,1_3_1,1_3_1_0
140576,19MUS_AH166_S107,South Africa,21980,0_0_33_12_98_1_0_0_0_0_0,0,0,33,12,98,1,0,0,0,0,0,0_0,0_0_33,0_0_33_12
140577,20MUS_AH027_S84,South Africa,21981,0_23_0_3_0_0_0_0_0_0_0,0,23,0,3,0,0,0,0,0,0,0,0_23,0_23_0,0_23_0_3
140578,20MUS_AH028_S108,South Africa,21982,0_0_47_11_11_0_0_0_0_0_0,0,0,47,11,11,0,0,0,0,0,0,0_0,0_0_47,0_0_47_11
140579,20MUS_AH030_S85,South Africa,21983;29690,0_0_23_9_4_1_0_0_0_0_0,0,0,23,9,4,1,0,0,0,0,0,0_0,0_0_23,0_0_23_9
140580,20MUS_AH032_S109,South Africa,21984;29691,0_0_23_26_0_0_0_0_0_0_0,0,0,23,26,0,0,0,0,0,0,0,0_0,0_0_23,0_0_23_26
140581,20MUS_AH0138_S110,South Africa,21985;34503,0_0_47_11_10_0_0_0_0_0_0,0,0,47,11,10,0,0,0,0,0,0,0_0,0_0_47,0_0_47_11
140582,20MUS_CZ054_S86,South Africa,21986,0_0_23_36_0_0_0_0_0_0_0,0,0,23,36,0,0,0,0,0,0,0,0_0,0_0_23,0_0_23_36
140583,20MUS_CZ055_S111,South Africa,21987,0_7_0_12_14_0_0_0_0_0_0,0,7,0,12,14,0,0,0,0,0,0,0_7,0_7_0,0_7_0_12
140584,21MUS_AH020_S112,South Africa,21988,0_0_33_161_0_0_0_0_0_0_0,0,0,33,161,0,0,0,0,0,0,0,0_0,0_0_33,0_0_33_161
140585,21MUS_AH021_S113,South Africa,21989,0_2_21_0_14_0_0_1_0_0_0,0,2,21,0,14,0,0,1,0,0,0,0_2,0_2_21,0_2_21_0
140586,21MUS_AH104_S114,South Africa,21990,1_1_27_15_0_0_0_0_0_0_0,1,1,27,15,0,0,0,0,0,0,0,1_1,1_1_27,1_1_27_15
140587,21MUS_AH105_S87,South Africa,21991,1_1_17_17_0_0_1_1_0_0_0,1,1,17,17,0,0,1,1,0,0,0,1_1,1_1_17,1_1_17_17
140588,21MUS_AH110_S115,South Africa,21992,0_7_0_12_17_0_0_0_0_0_0,0,7,0,12,17,0,0,0,0,0,0,0_7,0_7_0,0_7_0_12
140589,21MUS_AH111_S88,South Africa,21993;29692;34538,0_0_23_9_4_0_0_0_0_0_0,0,0,23,9,4,0,0,0,0,0,0,0_0,0_0_23,0_0_23_9
140590,21MUS_AH124_S116,South Africa,21994,0_7_0_12_15_0_0_0_0_0_0,0,7,0,12,15,0,0,0,0,0,0,0_7,0_7_0,0_7_0_12
140591,21MUS_AH125_S89,South Africa,21995;34542,0_2_21_0_14_0_0_0_0_0_0,0,2,21,0,14,0,0,0,0,0,0,0_2,0_2_21,0_2_21_0
140592,21MUS_AH166_S117,South Africa,21996,0_0_47_11_1_3_0_0_0_0_0,0,0,47,11,1,3,0,0,0,0,0,0_0,0_0_47,0_0_47_11
140593,21MUS_AH237_S90,South Africa,21997,1_1_27_6_11_0_0_0_0_0_0,1,1,27,6,11,0,0,0,0,0,0,1_1,1_1_27,1_1_27_6
140594,21MUS_AH239_S118,South Africa,21998,16_1_0_16_0_0_0_0_0_0_0,16,1,0,16,0,0,0,0,0,0,0,16_1,16_1_0,16_1_0_16
140595,21MUS_CZ189_S91,South Africa,21999,1_1_27_6_9_0_0_0_0_0_0,1,1,27,6,9,0,0,0,0,0,0,1_1,1_1_27,1_1_27_6
140596,21MUS_CZ191_S119,South Africa,22000,0_0_36_1_9_0_0_0_0_0_0,0,0,36,1,9,0,0,0,0,0,0,0_0,0_0_36,0_0_36_1
140597,21MUS_CZ197_S120,South Africa,22001,16_1_0_10_0_0_0_0_0_0_0,16,1,0,10,0,0,0,0,0,0,0,16_1,16_1_0,16_1_0_10
140598,21MUS_CZ198_S92,South Africa,22002,1_1_27_6_10_0_0_0_0_0_0,1,1,27,6,10,0,0,0,0,0,0,1_1,1_1_27,1_1_27_6
140599,21MUS_CZ201_S121,South Africa,22003,0_7_0_12_16_0_0_0_0_0_0,0,7,0,12,16,0,0,0,0,0,0,0_7,0_7_0,0_7_0_12
140600,22MUS_AH054_S93,South Africa,22004,1_1_17_17_0_0_1_0_0_0_0,1,1,17,17,0,0,1,0,0,0,0,1_1,1_1_17,1_1_17_17
140601,17MUS_AH098,South Africa,22005,0_2_1_26_0_0_0_0_0_0_0,0,2,1,26,0,0,0,0,0,0,0,0_2,0_2_1,0_2_1_26
140602,17MUS_AH118,South Africa,22006;29693,0_0_23_27_0_0_0_0_0_0_0,0,0,23,27,0,0,0,0,0,0,0,0_0,0_0_23,0_0_23_27
140603,17MUS_AH120,South Africa,22007;29694,0_0_23_35_0_0_0_0_0_0_0,0,0,23,35,0,0,0,0,0,0,0,0_0,0_0_23,0_0_23_35
140604,17MUS_KH085,South Africa,22008,0_2_1_0_479_0_0_0_0_0_0,0,2,1,0,479,0,0,0,0,0,0,0_2,0_2_1,0_2_1_0
140605,17MUS_ZW084,South Africa,22009,0_2_71_0_4_0_0_0_0_0_0,0,2,71,0,4,0,0,0,0,0,0,0_2,0_2_71,0_2_71_0
140611,19MUS_AH072,South Africa,22010,0_2_1_25_0_0_0_0_0_0_0,0,2,1,25,0,0,0,0,0,0,0,0_2,0_2_1,0_2_1_25
140612,19MUS_AH119,South Africa,22011,0_2_1_0_574_0_0_0_0_0_0,0,2,1,0,574,0,0,0,0,0,0,0_2,0_2_1,0_2_1_0
140613,19MUS_AH164,South Africa,22012,0_0_63_0_2_0_0_0_0_0_0,0,0,63,0,2,0,0,0,0,0,0,0_0,0_0_63,0_0_63_0
140617,20MUS_AH139,South Africa,22013,1_1_27_16_0_0_0_0_0_0_0,1,1,27,16,0,0,0,0,0,0,0,1_1,1_1_27,1_1_27_16
140618,21MUS_AH165,South Africa,22014,1_1_17_17_0_0_0_0_1_0_0,1,1,17,17,0,0,0,0,1,0,0,1_1,1_1_17,1_1_17_17
140619,21MUS_CZ202,South Africa,22015,0_18_23_2_2_0_0_0_0_0_0,0,18,23,2,2,0,0,0,0,0,0,0_18,0_18_23,0_18_23_2
143552,ET22-107,Ethiopia,,,,,,,,,,,,,,_,__,___
143553,ET22-023,Ethiopia,,,,,,,,,,,,,,_,__,___
143554,ET22-177,Ethiopia,,,,,,,,,,,,,,_,__,___
143555,ET22-180,Ethiopia,,,,,,,,,,,,,,_,__,___
143556,ET22-225,Ethiopia,,,,,,,,,,,,,,_,__,___
