id,isolate,cgST (N. gonorrhoeae cgMLST v2),LINcode (N. gonorrhoeae cgMLST v2),LIN1,LIN2,LIN3,LIN4
155693,21MUS-AH119,41222; 42006,0_0_47_6_30_0_0_1_0_0_0,0,0_0,0_0_47,0_0_47_6
155694,21MUS-AH122,34541; 42007,0_0_63_0_3_0_0_0_0_0_0,0,0_0,0_0_63,0_0_63_0
155695,21MUS-AH125,34542,0_2_21_0_14_0_0_0_0_0_0,0,0_2,0_2_21,0_2_21_0
155696,21MUS-AH126,34543; 42008,1_1_17_4_29_0_0_0_0_0_0,1,1_1,1_1_17,1_1_17_4
155697,21MUS-AH127,41842,0_2_71_0_6_0_0_0_0_0_0,0,0_2,0_2_71,0_2_71_0
155698,21MUS-AH130,34544; 42009,0_7_0_12_13_0_2_0_0_0_0,0,0_7,0_7_0,0_7_0_12
155699,21MUS-AH131,34545; 40601; 42010,0_0_47_11_1_5_0_0_0_0_0,0,0_0,0_0_47,0_0_47_11
155701,21MUS-AH133,21994,0_7_0_12_15_0_0_0_0_0_0,0,0_7,0_7_0,0_7_0_12
155702,21MUS-AH134,34546; 42011,0_7_0_12_21_1_0_0_0_0_0,0,0_7,0_7_0,0_7_0_12
155703,21MUS-AH136,34547; 42012,0_7_0_12_13_0_1_1_0_0_0,0,0_7,0_7_0,0_7_0_12
155704,21MUS-AH137,41843,0_2_71_0_5_0_0_0_0_0_0,0,0_2,0_2_71,0_2_71_0
155705,21MUS-AH138,34548; 42013,0_12_6_4_2_0_0_0_0_0_0,0,0_12,0_12_6,0_12_6_4
155706,21MUS-AH139,34509; 34522; 34549; 41976; 42014,0_0_33_12_381_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
155707,21MUS-AH140,34550; 42015,0_7_0_12_13_0_1_0_0_2_0,0,0_7,0_7_0,0_7_0_12
155710,21MUS-AH148,34551; 42016,0_0_47_11_1_9_0_0_0_0_0,0,0_0,0_0_47,0_0_47_11
155711,21MUS-AH150,41844,0_0_33_190_0_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_190
155712,21MUS-AH151,34552; 42017,0_2_71_0_0_0_1_0_0_1_0,0,0_2,0_2_71,0_2_71_0
155714,21MUS-AH153-2,41845,0_2_1_0_689_0_0_0_0_0_0,0,0_2,0_2_1,0_2_1_0
155718,21MUS-AH164,34553; 42018,0_0_33_12_374_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
155719,21MUS-AH165,34554,1_1_17_17_0_0_0_0_1_1_0,1,1_1,1_1_17,1_1_17_17
155720,21MUS-AH166,21996,0_0_47_11_1_3_0_0_0_0_0,0,0_0,0_0_47,0_0_47_11
155722,21MUS-AH168,34555; 42019,0_0_25_0_4_0_0_0_0_0_0,0,0_0,0_0_25,0_0_25_0
155723,21MUS-AH169-1,34556; 40602; 42020,0_7_0_12_21_0_0_0_0_0_0,0,0_7,0_7_0,0_7_0_12
155725,21MUS-AH171,41846,1_1_27_15_3_0_0_0_0_0_0,1,1_1,1_1_27,1_1_27_15
155726,21MUS-AH174,34557; 42021,0_7_0_12_21_0_0_0_0_0_0,0,0_7,0_7_0,0_7_0_12
155728,21MUS-AH183,34558; 41356; 42022,0_7_0_12_18_0_0_0_0_0_0,0,0_7,0_7_0,0_7_0_12
155729,21MUS-AH185,41847,1_1_27_15_4_0_0_0_0_0_0,1,1_1,1_1_27,1_1_27_15
155730,21MUS-AH187,34559; 42023,1_1_17_6_13_17_0_0_0_0_0,1,1_1,1_1_17,1_1_17_6
155733,21MUS-AH195,34560; 42024,0_2_71_0_0_3_0_0_0_0_0,0,0_2,0_2_71,0_2_71_0
155734,21MUS-AH196,34561; 41357; 42025,1_1_17_4_31_0_0_0_0_0_0,1,1_1,1_1_17,1_1_17_4
155735,21MUS-AH198,34562; 42026,0_7_0_12_15_2_0_0_0_0_0,0,0_7,0_7_0,0_7_0_12
155738,21MUS-AH202,34563; 42027,0_0_36_1_13_0_0_0_0_0_0,0,0_0,0_0_36,0_0_36_1
155741,21MUS-AH205,34564; 40603; 42028,0_0_23_42_0_0_0_0_0_0_0,0,0_0,0_0_23,0_0_23_42
155742,21MUS-AH209,34565; 41358; 42029,0_0_11_1_4_0_0_0_0_0_0,0,0_0,0_0_11,0_0_11_1
155743,21MUS-AH210,34566; 42030; 45026,0_0_23_41_1_0_0_0_0_0_0,0,0_0,0_0_23,0_0_23_41
155744,21MUS-AH216,41848,0_0_33_12_414_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
155748,21MUS-AH223-2,34567; 42031,0_0_33_12_397_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
155749,15MUS-PI001,34568; 42032,0_0_47_6_26_0_0_0_0_0_0,0,0_0,0_0_47,0_0_47_6
155750,15MUS-PI002,34569; 42033,0_0_47_11_1_10_1_0_2_0_0,0,0_0,0_0_47,0_0_47_11
155751,15MUS-PI003,34570; 42034,0_0_47_6_31_0_0_0_0_0_0,0,0_0,0_0_47,0_0_47_6
155752,15MUS-PI004,34571; 42035,0_0_33_12_387_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
155753,15MUS-PI005-WGS,34572; 42036,1_1_27_2_0_1_0_0_0_0_0,1,1_1,1_1_27,1_1_27_2
155754,15MUS-PI006,34573; 41213; 42037,0_0_33_12_343_0_0_0_0_1_0,0,0_0,0_0_33,0_0_33_12
155755,15MUS-PI007,34574; 41359; 42038,0_0_36_1_14_0_0_0_0_0_0,0,0_0,0_0_36,0_0_36_1
155756,15MUS-PI011,34575; 42039; 45027,0_0_23_3_6_0_0_0_0_0_0,0,0_0,0_0_23,0_0_23_3
155757,15MUS-PI016,34576; 42040,0_0_33_12_89_2_1_0_0_0_0,0,0_0,0_0_33,0_0_33_12
155758,20MUS-AH109,34577; 42041,0_7_0_12_21_2_0_0_0_0_0,0,0_7,0_7_0,0_7_0_12
155759,15MUS-PI020,41223; 42042,1_1_17_4_32_0_0_0_0_0_0,1,1_1,1_1_17,1_1_17_4
155760,15MUS-PI025,34578; 42043,0_0_25_0_3_0_0_0_0_0_0,0,0_0,0_0_25,0_0_25_0
155761,15MUS-PI026,34579; 42044,0_0_47_11_1_0_3_0_0_0_0,0,0_0,0_0_47,0_0_47_11
155762,15MUS-PI029,34580; 42045,0_0_33_12_375_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
155763,15MUS-PI030,34581; 40604; 42046,0_0_33_12_370_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
155764,15MUS-PI036,41849,0_18_22_4_2_0_0_0_0_0_0,0,0_18,0_18_22,0_18_22_4
155767,15MUS-PI048,34582; 42047,0_0_33_12_310_0_1_0_0_0_0,0,0_0,0_0_33,0_0_33_12
155768,15MUS-PI056,34583; 42048,0_0_33_12_390_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
155769,15MUS-PI063-WGS,41850,1_3_1_1_0_0_0_0_0_0_0,1,1_3,1_3_1,1_3_1_1
155770,15MUS-PI064,34584; 42049; 45028,0_0_23_3_5_1_0_0_0_0_0,0,0_0,0_0_23,0_0_23_3
155772,15MUS-PI066,34585; 42050,1_1_17_4_27_0_0_0_0_0_0,1,1_1,1_1_17,1_1_17_4
155773,15MUS-PI067,34586; 42051,0_0_33_12_380_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
155774,15MUS-PI068,41851,1_1_27_24_0_0_0_0_0_0_0,1,1_1,1_1_27,1_1_27_24
155775,15MUS-PI076,34587; 42052,0_0_33_12_377_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
155776,15MUS-PI077,34588; 42053,0_0_33_12_385_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
155777,15MUS-PI078,34589; 42054,0_2_21_0_7_0_1_0_0_0_0,0,0_2,0_2_21,0_2_21_0
155778,15MUS-PI080,41852,1_2_3_0_0_0_0_0_0_0_0,1,1_2,1_2_3,1_2_3_0
155779,15MUS-PI082,34590; 42055,0_0_47_11_1_7_2_0_1_0_0,0,0_0,0_0_47,0_0_47_11
155780,15MUS-PI089,34591; 42056,0_0_36_1_3_1_0_1_0_0_0,0,0_0,0_0_36,0_0_36_1
155781,15MUS-PI091-WGS,34592; 41214; 42057,1_1_52_0_1_0_0_0_0_0_0,1,1_1,1_1_52,1_1_52_0
155782,15MUS-PI092-WGS,34593; 42058,1_1_27_6_16_0_0_0_0_0_0,1,1_1,1_1_27,1_1_27_6
155783,15MUS-PI093,34594; 42059,0_0_47_6_13_1_0_0_0_0_0,0,0_0,0_0_47,0_0_47_6
155784,15MUS-PI095,34595; 40605; 42060,1_1_27_6_17_0_0_0_0_0_0,1,1_1,1_1_27,1_1_27_6
155785,15MUS-PI097,41853,1_1_17_31_0_0_0_0_0_0_0,1,1_1,1_1_17,1_1_17_31
155787,15MUS-PI099,34596; 42061,0_16_0_1_6_0_2_0_0_0_0,0,0_16,0_16_0,0_16_0_1
155788,15MUS-PI100,34597; 42062,0_0_33_12_369_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
155789,15MUS-PI103,34598; 42063,0_0_47_11_1_7_1_0_0_0_0,0,0_0,0_0_47,0_0_47_11
155791,15MUS-PI105,34599; 42064; 45029,0_0_36_1_7_0_1_0_0_0_0,0,0_0,0_0_36,0_0_36_1
155792,15MUS-PI107,34600; 42065,1_1_27_8_0_0_0_0_0_1_0,1,1_1,1_1_27,1_1_27_8
155793,15MUS-PI110,34601; 42066; 45030,0_0_47_11_1_10_0_0_0_0_0,0,0_0,0_0_47,0_0_47_11
155794,15MUS-PI111,34602; 42067; 45031,0_0_23_4_1_0_0_0_0_0_0,0,0_0,0_0_23,0_0_23_4
155795,15MUS-PI112,34603; 42068,0_0_33_180_0_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_180
155796,18MUS-KM003,41854,1_1_73_0_0_0_0_0_0_0_0,1,1_1,1_1_73,1_1_73_0
155797,18MUS-KM009,34604; 42069,0_0_63_0_2_1_0_0_1_0_0,0,0_0,0_0_63,0_0_63_0
155798,18MUS-KM012,21969; 34605,0_18_28_0_0_0_0_0_0_0_0,0,0_18,0_18_28,0_18_28_0
155799,18MUS-KM013,21970; 29688,0_0_23_25_0_0_0_0_0_0_0,0,0_0,0_0_23,0_0_23_25
155801,18MUS-KM021,21972; 29689,0_0_23_34_0_0_0_0_0_0_0,0,0_0,0_0_23,0_0_23_34
155802,18MUS-KM024,34606; 42070,0_0_47_11_1_0_0_0_1_0_0,0,0_0,0_0_47,0_0_47_11
155803,18MUS-KM025,41855,0_0_33_12_408_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
155804,18MUS-KM026,34607; 42071,0_0_33_12_392_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
161857,Gent001,41395; 41485,0_0_33_183_5_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_183
161858,Gent003-VF,41396; 41486,1_1_37_0_3_0_0_0_0_0_0,1,1_1,1_1_37,1_1_37_0
161859,Gent003-WF,41396; 41486,1_1_37_0_3_0_0_0_0_0_0,1,1_1,1_1_37,1_1_37_0
161860,Gent005,41487,0_0_36_17_0_0_0_0_0_0_0,0,0_0,0_0_36,0_0_36_17
161861,Gent006,41397; 41488,0_0_33_186_6_0_0_0_0_1_0,0,0_0,0_0_33,0_0_33_186
161862,Gent008,41398; 41489; 45073,0_0_33_187_0_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_187
161863,Gent011,41490,0_16_13_0_1_0_0_0_0_0_0,0,0_16,0_16_13,0_16_13_0
161864,Gent012,41491,0_16_0_7_9_0_0_0_0_0_0,0,0_16,0_16_0,0_16_0_7
161865,Gent013-5H,41399; 41492,0_0_33_12_407_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
161866,Gent013-6B,41493,0_16_0_19_0_0_0_0_0_0_0,0,0_16,0_16_0,0_16_0_19
161867,Gent014,41400; 41494,1_1_37_0_2_5_0_0_0_0_0,1,1_1,1_1_37,1_1_37_0
161868,Gent015,41495,1_1_17_4_37_0_0_0_0_0_0,1,1_1,1_1_17,1_1_17_4
161869,Gent016,41496,0_0_105_1_0_0_0_0_0_0_0,0,0_0,0_0_105,0_0_105_1
161870,Gent017,41401; 41497; 45074,0_0_33_185_0_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_185
161871,GENT018-CD,41498,1_1_17_4_36_0_0_0_1_0_0,1,1_1,1_1_17,1_1_17_4
161872,GENT019-FG,41402; 41499,0_0_36_16_0_0_0_0_0_0_0,0,0_0,0_0_36,0_0_36_16
161873,GENT019-GA,26244; 41403,0_0_36_1_10_0_0_0_0_0_0,0,0_0,0_0_36,0_0_36_1
161874,GENT020,41404,1_4_1_0_0_0_0_0_0_1_0,1,1_4,1_4_1,1_4_1_0
161875,GENT021,41405; 41500,0_9_0_0_2_0_0_0_0_0_0,0,0_9,0_9_0,0_9_0_0
161876,GENT027,41406; 41501,0_0_33_186_4_1_0_0_0_0_0,0,0_0,0_0_33,0_0_33_186
161877,GENT028,41407; 41502,0_0_33_186_1_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_186
161878,GENT029,41408; 41503,1_1_37_0_2_2_0_0_0_0_0,1,1_1,1_1_37,1_1_37_0
161879,GENT032,41409; 41504,16_1_0_2_12_0_0_0_0_0_0,16,16_1,16_1_0,16_1_0_2
161880,GENT033,41505,0_16_0_21_0_0_0_0_0_0_0,0,0_16,0_16_0,0_16_0_21
161881,GENT034,41506,16_1_0_20_0_0_0_0_0_0_0,16,16_1,16_1_0,16_1_0_20
161882,GENT037,41491,0_16_0_7_9_0_0_0_0_0_0,0,0_16,0_16_0,0_16_0_7
161883,GENT038,41410; 41507,0_0_33_171_3_3_0_0_0_0_0,0,0_0,0_0_33,0_0_33_171
161884,GENT039,41411; 41508,0_0_33_184_1_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_184
161885,GENT040,41412; 41509,0_0_33_186_3_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_186
161886,GENT043,41413; 41510,0_16_4_0_28_0_0_0_0_0_0,0,0_16,0_16_4,0_16_4_0
161887,GENT045,41511; 45075,0_0_33_185_1_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_185
161888,GENT047,41414; 41512,0_0_33_171_3_1_0_0_0_0_0,0,0_0,0_0_33,0_0_33_171
161889,GENT048,41415; 41513; 45076,1_1_37_0_5_0_0_0_0_0_0,1,1_1,1_1_37,1_1_37_0
161890,GENT050,41416; 41514,0_0_33_183_2_0_0_0_0_1_0,0,0_0,0_0_33,0_0_33_183
161891,GENT051,41417; 41515,0_0_36_1_16_0_0_0_0_0_0,0,0_0,0_0_36,0_0_36_1
161892,Gent053,41516; 45077,0_0_23_43_0_0_1_0_0_0_0,0,0_0,0_0_23,0_0_23_43
161893,Gent054,41517,0_0_36_19_0_0_0_0_0_0_0,0,0_0,0_0_36,0_0_36_19
161894,Gent055,41518,16_1_0_2_18_0_0_1_0_0_0,16,16_1,16_1_0,16_1_0_2
161895,Gent056,41418; 41519,0_0_33_12_404_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
161896,Gent057,41419; 41520,0_0_33_184_0_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_184
161897,Gent058-YB,41420; 41521,1_1_37_0_2_6_0_0_0_0_0,1,1_1,1_1_37,1_1_37_0
161898,Gent058-ZB,41420; 41521,1_1_37_0_2_6_0_0_0_0_0,1,1_1,1_1_37,1_1_37_0
161899,Gent059,41421; 41522,0_16_4_0_1_0_2_0_0_0_0,0,0_16,0_16_4,0_16_4_0
161900,Gent060,41422; 41523,0_0_33_183_6_1_0_1_0_0_0,0,0_0,0_0_33,0_0_33_183
161901,Gent061,41423; 41524,0_16_0_7_8_0_0_0_0_0_0,0,0_16,0_16_0,0_16_0_7
161902,Gent062,41424; 41525,1_1_17_27_0_0_0_0_0_0_0,1,1_1,1_1_17,1_1_17_27
161903,Gent064,41425; 41526,0_0_33_183_1_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_183
161904,Gent065,41426; 41527,0_16_4_0_1_0_1_1_0_0_0,0,0_16,0_16_4,0_16_4_0
161905,Gent066,41528,0_16_0_7_10_0_0_0_0_0_0,0,0_16,0_16_0,0_16_0_7
161906,Gent067,41427; 41529,0_16_0_1_47_0_0_0_0_0_0,0,0_16,0_16_0,0_16_0_1
161907,Gent068,26246; 41428,0_16_4_0_27_0_0_0_0_0_0,0,0_16,0_16_4,0_16_4_0
161908,Gent069,41530,0_0_105_0_0_0_0_0_0_0_0,0,0_0,0_0_105,0_0_105_0
161909,Gent070,26247,0_16_0_16_0_0_0_0_0_0_0,0,0_16,0_16_0,0_16_0_16
161910,Gent072,41531,0_0_33_183_7_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_183
161911,Gent074-1F,41532,0_2_89_0_0_0_0_0_0_0_0,0,0_2,0_2_89,0_2_89_0
161912,Gent074-XB,41532,0_2_89_0_0_0_0_0_0_0_0,0,0_2,0_2_89,0_2_89_0
161913,Gent075,26248; 41429,1_1_54_0_3_0_0_0_0_0_0,1,1_1,1_1_54,1_1_54_0
161914,Gent076,41430; 41533,0_16_0_2_9_0_0_0_0_0_0,0,0_16,0_16_0,0_16_0_2
161915,Gent077,41431; 41534; 45078,0_0_33_187_2_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_187
161916,Gent078,41432; 41535,0_0_33_171_3_2_0_0_0_0_0,0,0_0,0_0_33,0_0_33_171
161917,Gent079-DC,41433; 41536,0_0_33_183_0_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_183
161918,Gent080-GK,41434; 41537,1_1_37_0_1_0_0_0_0_0_0,1,1_1,1_1_37,1_1_37_0
161919,Gent080-HG,41434; 41537,1_1_37_0_1_0_0_0_0_0_0,1,1_1,1_1_37,1_1_37_0
161920,Gent081,26249; 33795; 41435; 41538; 41876,0_0_33_171_0_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_171
161921,Gent082,41436; 41539,0_0_33_12_406_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
161922,Gent083-LB,41540,0_0_36_20_0_0_0_0_0_1_0,0,0_0,0_0_36,0_0_36_20
161923,Gent083-ME,41541,0_0_36_20_0_0_0_0_0_0_0,0,0_0,0_0_36,0_0_36_20
161924,Gent084,41542,1_1_17_28_0_0_0_0_0_0_0,1,1_1,1_1_17,1_1_17_28
161925,Gent085,41543,0_2_90_0_0_0_0_0_0_0_0,0,0_2,0_2_90,0_2_90_0
161926,Gent086,41544,0_9_0_0_2_1_0_0_0_0_0,0,0_9,0_9_0,0_9_0_0
161927,Gent087,41437; 41545; 45079,0_0_33_187_1_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_187
161928,Gent088,41438; 41546,0_0_33_183_6_1_0_0_0_0_0,0,0_0,0_0_33,0_0_33_183
161929,Gent089,41547; 45080,0_0_23_43_1_0_0_0_0_0_0,0,0_0,0_0_23,0_0_23_43
161930,Gent090,41439; 41548; 45081,0_16_4_0_1_0_1_0_0_1_0,0,0_16,0_16_4,0_16_4_0
161931,Gent091,41549,16_1_0_2_16_0_0_0_0_0_0,16,16_1,16_1_0,16_1_0_2
161932,Gent092,41550,0_0_33_188_0_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_188
161933,Gent093,41440; 41551; 45082,1_1_37_0_4_0_0_0_0_0_0,1,1_1,1_1_37,1_1_37_0
161934,Gent094-2F,41552; 45083,0_0_23_43_0_0_0_0_0_0_0,0,0_0,0_0_23,0_0_23_43
161935,Gent095,41441,1_1_17_4_21_0_0_0_0_0_0,1,1_1,1_1_17,1_1_17_4
161936,Gent096,41553,1_1_37_0_7_0_0_0_0_0_0,1,1_1,1_1_37,1_1_37_0
161937,Gent097,41554,1_1_17_4_36_0_0_0_0_0_0,1,1_1,1_1_17,1_1_17_4
161938,Gent098,41555,0_16_0_7_9_0_0_0_0_1_0,0,0_16,0_16_0,0_16_0_7
161939,Gent099,41442; 41556; 45084,1_1_37_0_4_0_0_0_0_1_0,1,1_1,1_1_37,1_1_37_0
161940,Gent100,41443; 41557,1_1_17_4_35_0_0_0_0_0_0,1,1_1,1_1_17,1_1_17_4
161941,Gent1008,41444; 41558,1_1_37_0_2_1_0_0_1_0_0,1,1_1,1_1_37,1_1_37_0
161942,Gent101,41445,0_16_4_0_27_0_0_1_0_0_0,0,0_16,0_16_4,0_16_4_0
161943,Gent102,41446; 41559,1_1_37_0_2_1_0_0_0_0_0,1,1_1,1_1_37,1_1_37_0
161944,Gent103,41447; 41560,0_0_33_186_4_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_186
161945,Gent1032,41448; 41561,0_0_33_186_2_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_186
161946,Gent1035,41562; 45085,1_3_3_0_0_0_0_0_0_0_0,1,1_3,1_3_3,1_3_3_0
161947,Gent104,41449; 41563; 45086,16_1_0_2_13_0_0_0_0_0_0,16,16_1,16_1_0,16_1_0_2
161948,Gent105,41450; 41564,16_1_0_2_15_0_0_0_0_0_0,16,16_1,16_1_0,16_1_0_2
161949,Gent106,41565; 45087,1_1_37_0_6_1_0_0_0_0_0,1,1_1,1_1_37,1_1_37_0
161950,Gent107,41566,1_1_17_4_36_1_0_0_0_0_0,1,1_1,1_1_17,1_1_17_4
161951,Gent1081,41451; 41567,16_1_0_2_14_0_0_0_0_0_0,16,16_1,16_1_0,16_1_0_2
161952,Gent1085-GD,41568,0_25_1_0_0_0_0_0_0_0_0,0,0_25,0_25_1,0_25_1_0
161953,Gent109,41452; 41569,0_16_4_0_29_0_0_0_0_0_0,0,0_16,0_16_4,0_16_4_0
161954,Gent1094,41570,16_1_0_2_17_0_0_0_0_0_0,16,16_1,16_1_0,16_1_0_2
161955,Gent110,41453; 41571,16_1_0_2_12_2_0_0_0_0_0,16,16_1,16_1_0,16_1_0_2
161956,Gent111,41572,16_1_0_2_18_0_0_0_0_0_0,16,16_1,16_1_0,16_1_0_2
161957,Gent113,41454; 41573,0_2_21_0_18_0_0_0_0_0_0,0,0_2,0_2_21,0_2_21_0
161958,Gent114,41455; 41574,0_0_33_183_4_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_183
161959,Gent115,41575,1_1_37_1_0_0_0_0_0_0_0,1,1_1,1_1_37,1_1_37_1
161960,Gent116,41456; 41576,0_0_33_186_6_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_186
161961,Gent117,41457; 41577,0_0_36_1_17_0_0_0_0_0_0,0,0_0,0_0_36,0_0_36_1
161962,Gent118,41458; 41578,0_0_33_186_7_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_186
161963,Gent119,41579; 45088,0_9_0_0_3_0_0_0_0_0_0,0,0_9,0_9_0,0_9_0_0
161964,Gent120,41580,0_16_0_20_1_0_0_0_0_0_0,0,0_16,0_16_0,0_16_0_20
161965,Gent121,41459; 41581,0_0_33_171_0_1_0_0_0_0_0,0,0_0,0_0_33,0_0_33_171
161966,Gent122,41460; 41582,0_0_33_171_3_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_171
161967,Gent123,41461; 41583,0_0_33_186_5_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_186
161968,Gent124-7B,41584,1_1_37_1_0_0_0_1_0_0_0,1,1_1,1_1_37,1_1_37_1
161969,Gent124-8F,41584,1_1_37_1_0_0_0_1_0_0_0,1,1_1,1_1_37,1_1_37_1
161970,Gent125-9C,41462; 41585,0_0_33_12_405_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
161971,Gent125-BG,41462; 41585,0_0_33_12_405_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
161972,Gent126,41586,0_16_0_20_0_0_0_0_0_0_0,0,0_16,0_16_0,0_16_0_20
161973,Gent128,41587,0_0_33_186_9_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_186
161974,Gent129,41463; 41588,0_0_36_0_10_0_0_0_0_0_0,0,0_0,0_0_36,0_0_36_0
161975,Gent130,41589; 45089,0_0_33_185_2_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_185
161976,Gent131,41590; 45090,0_9_0_0_3_0_0_0_1_0_0,0,0_9,0_9_0,0_9_0_0
161977,Gent133,41464; 41591,0_0_33_171_1_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_171
161978,Gent134,41592,0_9_0_0_2_0_0_0_1_0_0,0,0_9,0_9_0,0_9_0_0
161979,Gent135,41593,0_16_13_0_0_0_0_0_0_0_0,0,0_16,0_16_13,0_16_13_0
161980,Gent136,41594,0_9_0_0_4_0_0_0_0_0_0,0,0_9,0_9_0,0_9_0_0
161981,Gent137,41465; 41595,0_0_33_183_3_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_183
161982,Gent138,41466; 41596; 45091,0_16_0_1_46_0_0_0_0_0_0,0,0_16,0_16_0,0_16_0_1
161983,Gent139,41528,0_16_0_7_10_0_0_0_0_0_0,0,0_16,0_16_0,0_16_0_7
161984,Gent140,41467; 41597,1_1_37_0_2_0_0_0_0_0_0,1,1_1,1_1_37,1_1_37_0
161985,Gent141,41598; 45092,0_0_36_18_0_0_0_0_0_0_0,0,0_0,0_0_36,0_0_36_18
161986,Gent142,41599,0_16_0_7_10_1_0_0_0_0_0,0,0_16,0_16_0,0_16_0_7
161987,Gent143,41468; 41600,0_0_33_186_0_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_186
161988,Gent144,41601,1_1_37_0_6_0_0_0_0_0_0,1,1_1,1_1_37,1_1_37_0
161989,Gent145,41602,0_0_36_0_11_0_0_0_0_0_0,0,0_0,0_0_36,0_0_36_0
161990,Gent146,41469; 41603,1_1_37_0_2_4_0_0_0_0_0,1,1_1,1_1_37,1_1_37_0
161991,Gent147,41470; 41604,16_1_0_2_11_0_0_0_0_0_0,16,16_1,16_1_0,16_1_0_2
161992,Gent148,41471; 41605,0_0_33_171_2_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_171
161993,Gent149,41472; 41606,0_0_33_183_2_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_183
161994,Gent150,41607,1_4_1_1_0_0_0_0_0_0_0,1,1_4,1_4_1,1_4_1_1
161995,Gent153,41473; 41608,0_0_33_186_8_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_186
161996,Gent2,41474; 41609,0_0_36_0_10_1_0_0_0_0_0,0,0_0,0_0_36,0_0_36_0
161997,Gent2060,41475; 41610,16_1_0_2_12_1_0_0_0_0_0,16,16_1,16_1_0,16_1_0_2
161998,Gent2069-WH,41476; 41611,1_1_37_0_2_3_0_0_0_0_0,1,1_1,1_1_37,1_1_37_0
161999,Gent24,41477; 41612,0_0_33_183_6_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_183
162000,Gent30,41478; 41613,1_1_17_4_34_0_0_0_0_0_0,1,1_1,1_1_17,1_1_17_4
162001,Gent35,41399; 41479; 41614,0_0_33_12_407_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
162002,Gent46,41480; 41615,0_0_25_2_3_0_0_0_0_0_0,0,0_0,0_0_25,0_0_25_2
162003,Gent52,41616,0_0_106_0_0_0_0_0_0_0_0,0,0_0,0_0_106,0_0_106_0
162004,Gent63,41617,0_16_0_1_48_0_0_0_0_0_0,0,0_16,0_16_0,0_16_0_1
162005,MUSA1079,,,,,,
162006,MUSA1082,41618,1_1_27_22_0_0_0_0_0_0_0,1,1_1,1_1_27,1_1_27_22
162007,MUSA1085,41568,0_25_1_0_0_0_0_0_0_0_0,0,0_25,0_25_1,0_25_1_0
162008,MUSA1090,41619,16_1_0_21_0_0_0_0_0_0_0,16,16_1,16_1_0,16_1_0_21
